iter	Logloss
0	0.5991515459
1	0.5240889345
2	0.4461813095
3	0.4031565744
4	0.3644485072
5	0.3216197298
6	0.3024947414
7	0.2844202909
8	0.2674499097
9	0.2547377761
10	0.2404118216
11	0.2301461711
12	0.2164961259
13	0.2089793963
14	0.1988853305
15	0.1914845822
16	0.1846748982
17	0.1807956702
18	0.1763725243
19	0.1723563435
20	0.1694889515
21	0.1658343071
22	0.1623276727
23	0.1603951121
24	0.1580723702
25	0.1564392305
26	0.1541865964
27	0.1528465866
28	0.1511409616
29	0.1497659708
30	0.1482776726
31	0.1469984394
32	0.1459717047
33	0.1449611192
34	0.1439365669
35	0.1426766324
36	0.1416008677
37	0.1408168096
38	0.1397624803
39	0.1389528633
40	0.1385278031
41	0.1375596013
42	0.1366719018
43	0.1354260496
44	0.1346939361
45	0.1335369346
46	0.1314739631
47	0.1310654771
48	0.1306213995
49	0.1300902525
50	0.1294955371
51	0.1290415354
52	0.1283666103
53	0.126317665
54	0.1261202892
55	0.1250744182
56	0.124663577
57	0.1241407291
58	0.1234420665
59	0.1223303724
60	0.1214166764
61	0.120691171
62	0.1202018878
63	0.1195958268
64	0.1182595712
65	0.1180787963
66	0.1170715831
67	0.1166946723
68	0.1163821614
69	0.1158297794
70	0.1151195679
71	0.1146696738
72	0.114227538
73	0.1129624075
74	0.1125539037
75	0.1122406371
76	0.1119044899
77	0.1117671329
78	0.1115238293
79	0.1112115471
80	0.1108116245
81	0.1105687844
82	0.1101854262
83	0.1100335947
84	0.1096479302
85	0.1094301708
86	0.1092164857
87	0.1089279532
88	0.1082361645
89	0.1080456585
90	0.1074324881
91	0.1071249839
92	0.1069038945
93	0.1064823272
94	0.1061964455
95	0.1060977056
96	0.1059289071
97	0.1056393123
98	0.1053972138
99	0.1050931486
100	0.1049063919
101	0.1044616922
102	0.1040817641
103	0.1039865298
104	0.1037326049
105	0.103571883
106	0.1033018625
107	0.1030278748
108	0.1027537059
109	0.1025363566
110	0.1023704646
111	0.1019328057
112	0.1013960457
113	0.1012156969
114	0.1011079998
115	0.1007402045
116	0.1005160215
117	0.1003731113
118	0.1000573049
119	0.09985972161
120	0.09959356301
121	0.09943030769
122	0.09923238915
123	0.0991291942
124	0.09903664873
125	0.09890420722
126	0.09877982622
127	0.09861999773
128	0.09858503632
129	0.0984902729
130	0.09797433314
131	0.09778463509
132	0.09765072277
133	0.09732102316
134	0.0972566237
135	0.09695896879
136	0.09683753204
137	0.09674410007
138	0.09649402442
139	0.09630214244
140	0.09616884253
141	0.09596577325
142	0.09576026929
143	0.09568172657
144	0.09555604336
145	0.09550970663
146	0.0953901922
147	0.0952652652
148	0.09508870516
149	0.09501100751
150	0.09475773342
151	0.09461270326
152	0.09432269977
153	0.0942296345
154	0.09403830519
155	0.09396138249
156	0.09380548946
157	0.09357814732
158	0.09348579326
159	0.09342746616
160	0.09339015677
161	0.09330031145
162	0.09310379079
163	0.09297064321
164	0.09288211039
165	0.09278591933
166	0.0926494796
167	0.09258921397
168	0.09242453352
169	0.09212330597
170	0.09204634169
171	0.09196846573
172	0.09176347934
173	0.09159554488
174	0.09153725355
175	0.09144034063
176	0.09137497397
177	0.09126404261
178	0.09119374294
179	0.09112560367
180	0.09098567443
181	0.09085162629
182	0.09070253236
183	0.09051690364
184	0.09045605858
185	0.09034666019
186	0.09025417313
187	0.09018763864
188	0.09008903433
189	0.09001203186
190	0.08995679068
191	0.08986480057
192	0.08979931214
193	0.0897331467
194	0.08955163008
195	0.08949927824
196	0.08935138218
197	0.08927702195
198	0.08921072789
199	0.08903144068
200	0.08898331656
201	0.0889056876
202	0.08879183204
203	0.08874607431
204	0.08862958116
205	0.08841245461
206	0.08833015548
207	0.08809296355
208	0.08803339914
209	0.0879387431
210	0.08773269297
211	0.08761599267
212	0.0875736806
213	0.08750717257
214	0.08743784073
215	0.08736335926
216	0.08728702618
217	0.08717602765
218	0.08710509006
219	0.08701958262
220	0.08695069216
221	0.08691151208
222	0.08683627632
223	0.08673972019
224	0.08665480012
225	0.08661187857
226	0.08654784623
227	0.08643972128
228	0.08639868488
229	0.08631934358
230	0.0862570681
231	0.08619833224
232	0.08604196733
233	0.08598909295
234	0.08593582923
235	0.08589133127
236	0.08580486617
237	0.08576335137
238	0.08571228998
239	0.085646377
240	0.08559250892
241	0.08553316566
242	0.08549085019
243	0.08545445981
244	0.0853787344
245	0.08532533384
246	0.08527917675
247	0.08520302119
248	0.08512318821
249	0.08507411547
250	0.08503278934
251	0.08500850528
252	0.08495839615
253	0.08490554914
254	0.08487203546
255	0.08484003625
256	0.0847805972
257	0.08473393642
258	0.08469465687
259	0.08462936256
260	0.08456870172
261	0.08444998413
262	0.08435558411
263	0.08431605302
264	0.08425583249
265	0.0841893855
266	0.08409069558
267	0.08406622239
268	0.0839796867
269	0.08390451543
270	0.08384214644
271	0.08372072516
272	0.08370656403
273	0.08365187251
274	0.08359495924
275	0.08346077381
276	0.08341358387
277	0.08336146965
278	0.08331543201
279	0.08324710516
280	0.08312750477
281	0.08306090177
282	0.08296300826
283	0.08289825017
284	0.08284991749
285	0.08276379573
286	0.08271595738
287	0.08266042295
288	0.08263216679
289	0.08254875349
290	0.08252896677
291	0.08244489242
292	0.08238528131
293	0.08218793301
294	0.08214040338
295	0.08206151272
296	0.08202651884
297	0.08191387289
298	0.08187922054
299	0.08180955938
300	0.08171184499
301	0.0816804869
302	0.08163868507
303	0.08156455658
304	0.08151723085
305	0.08145900028
306	0.08143530684
307	0.08136308626
308	0.08117061774
309	0.08109703549
310	0.08105884659
311	0.08098487834
312	0.08092917543
313	0.08090639548
314	0.08087268548
315	0.08083203194
316	0.0807727206
317	0.08074970347
318	0.08068915359
319	0.08064808041
320	0.08060775336
321	0.08055739328
322	0.08051231996
323	0.08047407903
324	0.08045280189
325	0.08033596919
326	0.08029062274
327	0.08026086477
328	0.0801920881
329	0.08015072038
330	0.08009106838
331	0.08001814556
332	0.07996773726
333	0.07993608022
334	0.07990933082
335	0.07988116969
336	0.07980955728
337	0.07976845243
338	0.07970319838
339	0.07965033419
340	0.079611989
341	0.07959622704
342	0.07954985963
343	0.0795174359
344	0.07945350351
345	0.07942181395
346	0.07937374464
347	0.07933828017
348	0.0792944875
349	0.07926237743
350	0.07922243527
351	0.0791882937
352	0.07915646776
353	0.07912158109
354	0.07908820427
355	0.07906556207
356	0.07905393101
357	0.07896324683
358	0.07892336614
359	0.07889904931
360	0.07883098554
361	0.07878831539
362	0.0787535877
363	0.07873047219
364	0.07865787605
365	0.07861587507
366	0.07855169153
