iter	Logloss
367	0.07851091707
368	0.07845658847
369	0.07841080757
370	0.0783928108
371	0.07835103313
372	0.0783311561
373	0.07827843079
374	0.07826127802
375	0.07818387264
376	0.0781357889
377	0.07809249017
378	0.07805563594
379	0.07795549112
380	0.07792213762
381	0.07789678611
382	0.07787678953
383	0.07782392013
384	0.07778151979
385	0.07775879153
386	0.07770013233
387	0.07768263949
388	0.07766447869
389	0.07763421717
390	0.07760351575
391	0.0775754723
392	0.07754841798
393	0.0775022489
394	0.07747000103
395	0.07745655816
396	0.07744071399
397	0.07741041044
398	0.07737642783
399	0.07736164965
400	0.07731651581
401	0.07728782276
402	0.07727213865
403	0.07725955496
404	0.07722487265
405	0.07717061572
406	0.07712950961
407	0.07712295026
408	0.07707852864
409	0.07703129558
410	0.07699161811
411	0.07696560168
412	0.07695426453
413	0.07693798277
414	0.07689216284
415	0.07685921948
416	0.07678082271
417	0.07674183116
418	0.07670448358
419	0.0766740016
420	0.07662920614
421	0.07661045968
422	0.07659591374
423	0.07656898325
424	0.07656326838
425	0.07652053475
426	0.0764700946
427	0.07642959292
428	0.07639849811
429	0.07638796323
430	0.07637141328
431	0.07629943885
432	0.07625245641
433	0.0762041617
434	0.07616541735
435	0.07612662986
436	0.07606976848
437	0.0760412012
438	0.07602305776
439	0.07597378989
440	0.07594646427
441	0.07592719488
442	0.07587383414
443	0.07584508394
444	0.07581836232
445	0.0757834458
446	0.07576302083
447	0.07570935784
448	0.0756794753
449	0.07563724755
450	0.07562044175
451	0.07559044347
452	0.07552823142
453	0.07549162811
454	0.07545937758
455	0.07544542985
456	0.0754258604
457	0.07539292089
458	0.0753694949
459	0.07532909212
460	0.07527271106
461	0.07524873634
462	0.07522746095
463	0.07517823295
464	0.07515469442
465	0.07511697996
466	0.07506224776
467	0.07501126861
468	0.0749941783
469	0.07493870388
470	0.07491466819
471	0.07488839341
472	0.0748534458
473	0.07479638747
474	0.07479154929
475	0.07475861155
476	0.07472721285
477	0.07469455007
478	0.07465317008
479	0.0745954847
480	0.07454839615
481	0.07451797535
482	0.07450826316
483	0.07447428836
484	0.07443589058
485	0.07440813972
486	0.0743756716
487	0.07436123409
488	0.07432372924
489	0.0743069282
490	0.07426548578
491	0.07423404278
492	0.07420819064
493	0.0741905591
494	0.07417223984
495	0.07414842678
496	0.07411913089
497	0.07406593775
498	0.07406226169
499	0.07402115654
500	0.07400780432
501	0.07399379586
502	0.07397255516
503	0.07394577526
504	0.07387547703
505	0.07382947921
506	0.07377886878
507	0.07367189412
508	0.07358906902
509	0.0735685071
510	0.0735553952
511	0.07352578019
512	0.07350409757
513	0.07347528007
514	0.07345437338
515	0.07341571453
516	0.07338212356
517	0.07337430254
518	0.07336386595
519	0.07335479895
520	0.07332974099
521	0.07330609657
522	0.07327417884
523	0.07326842963
524	0.07323754097
525	0.07322837953
526	0.07320954517
527	0.07317857396
528	0.0731446343
529	0.07312692577
530	0.07308324937
531	0.07304231201
532	0.07299883113
533	0.07293329956
534	0.07290465346
535	0.07289071239
536	0.07285419384
537	0.07283416849
538	0.07279300073
539	0.07274858565
540	0.07272937516
541	0.07270150114
542	0.07266747215
543	0.07264906614
544	0.07262149279
545	0.07256875313
546	0.07255595433
547	0.07251522565
548	0.07247946797
549	0.07246357176
550	0.07245120175
551	0.07242048522
552	0.07240761588
553	0.07236939589
554	0.07232302492
555	0.07231324005
556	0.07228861647
557	0.07227528685
558	0.0722463845
559	0.07222012405
560	0.0722009641
561	0.07217236328
562	0.0721676916
563	0.07215148916
564	0.07214884384
565	0.07211503245
566	0.07208617524
567	0.07204995313
568	0.07201668402
569	0.07198472308
570	0.07195109857
571	0.07192140112
572	0.07190395422
573	0.07187855175
574	0.07186974334
575	0.07184107834
576	0.07182788381
577	0.07180632606
578	0.07179533362
579	0.07177640417
580	0.07173713984
581	0.07165117714
582	0.07162258527
583	0.07159519639
584	0.07151939378
585	0.07150138834
586	0.07145829974
587	0.07144244523
588	0.07141169289
589	0.0713813435
590	0.07133942696
591	0.0713103794
592	0.07128286937
593	0.07125133982
594	0.07121899904
595	0.07117327343
596	0.07114298572
597	0.07111992536
598	0.07111659169
599	0.07107102988
600	0.07104230336
601	0.07102486648
602	0.07094940016
603	0.07091523584
604	0.07088592907
605	0.07083435796
606	0.07078981746
607	0.07076586569
608	0.0707493729
609	0.07072580674
610	0.07068967478
611	0.0706445955
612	0.07060298037
613	0.07057431392
614	0.07053744529
615	0.07050161821
616	0.07045748429
617	0.07043955464
618	0.07041597152
619	0.0704093909
620	0.07039094735
621	0.07037433374
622	0.07035634443
623	0.07033466282
624	0.07031882895
625	0.07028083645
626	0.07027583371
627	0.07026226321
628	0.07024464696
629	0.07023523047
630	0.07021215962
631	0.07018787133
632	0.07016240943
633	0.07012623124
634	0.07008886071
635	0.07005817451
636	0.07005566034
637	0.0700164751
638	0.06998255745
639	0.06995137782
640	0.06993075808
641	0.06990660377
642	0.06988672255
643	0.06982916155
644	0.06981574198
645	0.06979627432
646	0.06977584659
647	0.06974506792
648	0.06971780907
649	0.06969330844
650	0.06968844887
651	0.06962979805
652	0.06958529574
653	0.06956765201
654	0.06952496317
655	0.06949042643
656	0.06943936751
657	0.06943228764
658	0.069408156
659	0.0693705458
660	0.06933522524
661	0.06932044936
662	0.0693056818
663	0.06928206929
664	0.06925786195
665	0.0692426424
666	0.06918348945
667	0.06916679266
668	0.06911361134
669	0.06908744513
670	0.06905406636
671	0.06903268077
672	0.06902300108
673	0.06897908816
674	0.06895052446
675	0.06893886718
676	0.06891674396
677	0.0689023419
678	0.06886107091
679	0.06883964264
680	0.06882445896
681	0.06881002737
682	0.06878489689
683	0.06875810948
684	0.06874472539
685	0.06872801793
686	0.06870847319
687	0.06864371446
688	0.06861886136
689	0.06859552328
690	0.0685803122
691	0.0685512985
692	0.06853857438
693	0.06851875081
694	0.06850039014
695	0.06847804042
696	0.06844756533
697	0.0684326245
698	0.06841080254
699	0.06834568291
700	0.06832979521
701	0.06832585735
702	0.0683071843
703	0.06828555191
704	0.06824986295
705	0.06821085994
706	0.06818850939
707	0.06817541206
708	0.06814624195
709	0.06812396641
710	0.06808748562
711	0.06806310724
712	0.06802686847
713	0.06800351095
714	0.06797247262
715	0.06796006261
716	0.06794837516
717	0.06792794107
718	0.06792374207
719	0.06790399452
720	0.06787098517
721	0.06783730798
722	0.067821411
723	0.06780268586
724	0.06780051841
725	0.06779868234
726	0.06777663918
727	0.06776655502
728	0.06775506511
729	0.06773900991
730	0.06771821816
731	0.06770102626
732	0.06768014472
733	0.0676456966
734	0.06762432288
735	0.06760977265
736	0.06758827019
737	0.06755221375
738	0.06752958089
739	0.06749984641
740	0.06747222269
741	0.06743950193
742	0.06741558795
743	0.06740235232
744	0.06739028973
745	0.06735453208
746	0.06732406099
747	0.06730589635
748	0.06729235075
749	0.06725379957
750	0.06722873105
751	0.06721500084
752	0.06717325848
753	0.06714409099
754	0.06712098504
755	0.06709894217
756	0.06708161041
757	0.06704406262
758	0.06701558066
759	0.0669847752
760	0.06697010468
761	0.06695125305
762	0.06691900589
763	0.06691226598
764	0.06689415475
765	0.06687216269
766	0.06682618904
767	0.06679833839
768	0.0667683723
769	0.06674419879
770	0.06671414809
771	0.066691552
772	0.06667165395
773	0.066650999
774	0.06663461004
775	0.06662237666
776	0.06658828919
777	0.06656350682
778	0.06656046607
779	0.06652609775
780	0.06650557175
781	0.06648504034
782	0.06646759596
783	0.06644594693
784	0.06641859817
785	0.06640737667
786	0.06639323537
787	0.06635959715
788	0.06632147114
789	0.06630582045
790	0.0662442927
791	0.0662314754
792	0.06620493145
793	0.06618807119
794	0.06615456455
795	0.06613246548
796	0.06610338824
797	0.06608487553
798	0.06607504904
799	0.06606501006
800	0.06601125007
801	0.06601038406
802	0.06599217438
803	0.06598079267
804	0.06596937657
805	0.0659571485
806	0.06591947128
807	0.06590782857
808	0.06589480265
809	0.0658655352
810	0.06586160128
811	0.06584200171
812	0.06582512959
813	0.06579781127
814	0.06575715351
815	0.06572972057
816	0.06570937474
817	0.06568170957
818	0.06565929586
819	0.06564327864
820	0.06563196844
821	0.06560794306
822	0.0655936831
823	0.06557720472
824	0.06556811487
825	0.06555293449
826	0.06553245664
827	0.06551811882
828	0.06550421884
829	0.06544269332
830	0.06543144013
831	0.06540715648
832	0.06539936634
833	0.06539423794
834	0.06535980778
835	0.06534516504
836	0.0653214325
837	0.06530904798
838	0.06528713444
839	0.06528342041
840	0.06526933016
841	0.06525407255
842	0.06521158776
843	0.06519863954
844	0.06516233921
845	0.06512694706
846	0.06510626502
847	0.06509422253
848	0.06507419312
849	0.06504442426
850	0.06502190874
851	0.06499944096
852	0.06497820455
853	0.06494930442
854	0.0649358741
855	0.06492590075
856	0.06491361771
857	0.06487057797
858	0.06483873574
859	0.06483663571
860	0.0647827458
861	0.0647509067
862	0.0647245492
863	0.06469951022
864	0.06467682897
865	0.06465161054
866	0.06461862154
867	0.06458506704
868	0.06454257933
869	0.06450052072
870	0.06448202246
871	0.06447085721
872	0.0644371604
873	0.06441947317
874	0.06439574595
875	0.06437569611
876	0.06435652147
877	0.06435152931
878	0.06434278395
879	0.0643259094
880	0.0643033593
881	0.06429042207
882	0.06428162853
883	0.06427247842
884	0.06422683216
885	0.06421994494
886	0.06418998792
887	0.06418164073
888	0.06415662425
889	0.06412242465
890	0.06410715209
891	0.06406645432
892	0.06405341095
893	0.0640413896
894	0.06401447174
895	0.06398957884
896	0.06396861085
897	0.06395106162
898	0.06393446316
899	0.06393257301
900	0.06391022337
901	0.06387039443
902	0.06384152733
903	0.06382044012
904	0.06381171925
905	0.06378515335
906	0.06375896809
907	0.06375244847
908	0.06373685161
909	0.06372916536
910	0.06366807073
911	0.06364307899
912	0.06363380328
913	0.06363099622
914	0.06360465984
915	0.06359108521
916	0.06355736726
917	0.06353473194
918	0.06351120401
919	0.06348014135
920	0.06347061814
921	0.06344860193
922	0.06343502355
923	0.0634110418
924	0.06338702373
925	0.06338006854
926	0.0633549746
927	0.06332785387
928	0.06330519661
929	0.06329304311
930	0.06327090403
931	0.0632528613
932	0.06324986754
933	0.06323861405
934	0.06321951834
935	0.06318979227
936	0.06318288634
937	0.06316222366
938	0.06314980814
939	0.06314802294
940	0.06314192653
941	0.06311748345
942	0.06311583208
943	0.06309315349
944	0.0630752414
945	0.06303340077
946	0.06301318416
947	0.06297592898
948	0.06296126692
949	0.06295834136
950	0.06293961442
951	0.06290157983
952	0.06288079932
953	0.06286330877
954	0.06281825614
955	0.06279260796
956	0.06277867478
957	0.06277088764
958	0.06275028567
959	0.06272445277
960	0.06267708301
961	0.06265595194
962	0.06261334959
963	0.06260041779
964	0.06258732245
965	0.06256934248
966	0.06252507255
967	0.06249508042
968	0.06247393376
969	0.06245809368
970	0.06244310522
971	0.06242931359
972	0.06240526356
973	0.06238646782
974	0.06236566505
975	0.06233606169
976	0.06232325134
977	0.06230052164
978	0.06226010664
979	0.06221574404
980	0.06219141751
981	0.06216542843
982	0.0621337269
983	0.06211820139
984	0.06209513376
985	0.06208890585
986	0.06206436524
987	0.06204498441
988	0.06203573834
989	0.06201107202
990	0.0619925825
991	0.06197581669
992	0.06196369265
993	0.06193599311
994	0.06193170893
995	0.06190468094
996	0.06187517863
997	0.06186310092
998	0.06184925553
999	0.06182959225
